Date,Team,H/A,Opponent,win_loss_result,Runs,Runs Allowed,Game Time,Day/Night,Attendance,Game Number,Year
2015-05-23,SEA,A,TOR,W,3,2,2:25,D,"33,086",42,2015
2015-05-24,SEA,A,TOR,L,2,8,2:50,D,"37,929",43,2015
2015-05-25,SEA,A,TBR,W,4,1,2:51,N,"10,401",44,2015
2015-05-26,SEA,A,TBR,W,7,6,3:52,N,"9,628",45,2015
2015-05-27,SEA,A,TBR,W,3,0,2:13,D,"10,365",46,2015
2015-05-28,SEA,H,CLE,L,3,5,2:50,N,"19,449",47,2015
2015-05-29,SEA,H,CLE,W,2,1,2:24,N,"32,454",48,2015
2015-05-30,SEA,H,CLE,L,3,4,3:04,N,"32,287",49,2015
2015-05-31,SEA,H,CLE,L &V,3,6,4:36,D,"32,112",50,2015
2015-06-01,SEA,H,NYY,L,2,7,2:55,N,"26,082",51,2015
2015-06-02,SEA,H,NYY,L,3,5,3:55,N,"27,442",52,2015
2015-06-03,SEA,H,NYY,L,1,3,2:21,D,"32,701",53,2015
2015-06-04,SEA,H,TBR,L,1,2,2:42,N,"16,096",54,2015
2015-06-05,SEA,H,TBR,L,0,1,2:55,N,"20,695",55,2015
2015-06-06,SEA,H,TBR,W,2,1,2:45,N,"31,106",56,2015
2015-06-07,SEA,H,TBR,L,1,3,2:46,D,"27,906",57,2015
2015-06-09,SEA,A,CLE,W,3,2,3:03,N,"11,425",58,2015
2015-06-10,SEA,A,CLE,W,9,3,3:04,N,"12,305",59,2015
2015-06-11,SEA,A,CLE,L,0,6,2:40,D,"15,316",60,2015
2015-06-12,SEA,A,HOU,L,0,10,2:45,N,"32,173",61,2015
2015-06-13,SEA,A,HOU,W,8,1,2:47,D,"36,762",62,2015
2015-06-14,SEA,A,HOU,L,0,13,3:26,D,"29,153",63,2015
2015-06-15,SEA,A,SFG,W,5,1,2:52,N,"42,099",64,2015
2015-06-16,SEA,A,SFG,L,2,6,2:39,D,"41,267",65,2015
2015-06-17,SEA,H,SFG,W,2,0,2:24,N,"34,844",66,2015
2015-06-18,SEA,H,SFG,L,0,7,2:53,N,"34,354",67,2015
2015-06-19,SEA,H,HOU,W,5,2,2:33,N,"40,914",68,2015
2015-06-20,SEA,H,HOU,W,6,3,2:43,N,"26,770",69,2015
2015-06-21,SEA,H,HOU,L,2,6,3:24,D,"40,905",70,2015
2015-06-22,SEA,H,KCR,L,1,4,2:34,N,"23,588",71,2015
2015-06-23,SEA,H,KCR,W,7,0,2:23,N,"17,460",72,2015
2015-06-24,SEA,H,KCR,L,2,8,2:47,N,"23,392",73,2015
2015-06-26,SEA,A,LAA,W,3,1,2:43,N,"41,137",74,2015
2015-06-27,SEA,A,LAA,L,2,4,2:38,D,"40,514",75,2015
2015-06-28,SEA,A,LAA,L-wo,2,3,3:14,D,"38,387",76,2015
2015-06-30,SEA,A,SDP,W,5,0,2:23,N,"30,368",77,2015
2015-07-01,SEA,A,SDP,W,7,0,3:01,D,"30,251",78,2015
2015-07-02,SEA,A,OAK,L,0,4,2:17,N,"13,062",79,2015
2015-07-03,SEA,A,OAK,W,9,5,2:52,N,"35,067",80,2015
2015-07-04,SEA,A,OAK,L,0,2,2:36,D,"18,915",81,2015
2015-07-05,SEA,A,OAK,W,2,1,2:47,D,"22,163",82,2015
2015-07-06,SEA,H,DET,L,5,12,3:17,N,"22,580",83,2015
2015-07-07,SEA,H,DET,W-wo,7,6,3:44,N,"21,782",84,2015
2015-07-08,SEA,H,DET,L,4,5,3:28,D,"26,488",85,2015
2015-07-09,SEA,H,LAA,W,7,2,3:14,N,"28,131",86,2015
2015-07-10,SEA,H,LAA,L,3,7,2:49,N,"29,679",87,2015
2015-07-11,SEA,H,LAA,W,5,0,2:42,N,"40,765",88,2015
2015-07-12,SEA,H,LAA,L,3,10,2:56,D,"36,955",89,2015
2015-07-17,SEA,A,NYY,L,3,4,2:43,N,"47,086",90,2015
2015-07-18,SEA,A,NYY,W,4,3,3:12,D,"46,119",91,2015
2015-07-19,SEA,A,NYY,L,1,2,2:45,D,"42,926",92,2015
2015-07-20,SEA,A,DET,L,4,5,2:54,N,"34,353",93,2015
2015-07-21,SEA,A,DET,W,11,9,3:55,N,"34,088",94,2015
2015-07-22,SEA,A,DET,L,4,9,3:10,N,"36,670",95,2015
2015-07-23,SEA,A,DET,W,3,2,4:33,D,"40,225",96,2015
2015-07-24,SEA,H,TOR,W,5,2,2:49,N,"43,328",97,2015
2015-07-25,SEA,H,TOR,L,6,8,3:29,D,"45,027",98,2015
2015-07-26,SEA,H,TOR,W-wo,6,5,3:05,D,"35,159",99,2015
2015-07-27,SEA,H,ARI,L,3,4,3:27,N,"19,532",100,2015
2015-07-28,SEA,H,ARI,L,4,8,3:00,N,"25,106",101,2015
2015-07-29,SEA,H,ARI,L,2,8,2:59,D,"32,502",102,2015
2015-07-30,SEA,A,MIN,L,5,9,3:08,N,"30,534",103,2015
2015-07-31,SEA,A,MIN,W,6,1,2:23,N,"27,643",104,2015
2015-08-01,SEA,A,MIN,L-wo,2,3,2:45,N,"36,901",105,2015
2015-08-02,SEA,A,MIN,W,4,1,3:12,D,"30,325",106,2015
2015-08-03,SEA,A,COL,W,8,7,3:19,N,"33,107",107,2015
2015-08-04,SEA,A,COL,W,10,4,3:22,N,"34,376",108,2015
2015-08-05,SEA,A,COL,L-wo,5,7,4:06,D,"30,196",109,2015
2015-08-07,SEA,H,TEX,W,4,3,2:55,N,"29,320",110,2015
2015-08-08,SEA,H,TEX,L,3,11,4:11,D,"39,132",111,2015
2015-08-09,SEA,H,TEX,W,4,2,2:34,D,"29,939",112,2015
2015-08-10,SEA,H,BAL,L,2,3,2:36,N,"20,839",113,2015
2015-08-11,SEA,H,BAL,W-wo,6,5,3:29,N,"24,863",114,2015
2015-08-12,SEA,H,BAL,W,3,0,2:29,D,"25,661",115,2015
2015-08-14,SEA,A,BOS,L,1,15,3:30,N,"37,678",116,2015
2015-08-15,SEA,A,BOS,L,10,22,3:21,D,"36,027",117,2015
2015-08-16,SEA,A,BOS,W,10,8,4:24,D,"35,260",118,2015
2015-08-17,SEA,A,TEX,L-wo,3,4,2:51,N,"19,880",119,2015
2015-08-18,SEA,A,TEX,W,3,2,2:44,N,"26,870",120,2015
2015-08-19,SEA,A,TEX,L,2,7,2:39,D,"20,142",121,2015
2015-08-21,SEA,H,CHW,L,4,11,3:06,N,"35,770",122,2015
2015-08-22,SEA,H,CHW,L,3,6,3:23,N,"32,085",123,2015
2015-08-23,SEA,H,CHW,W,8,6,2:48,D,"30,537",124,2015
2015-08-24,SEA,H,OAK,L,5,11,3:09,N,"17,970",125,2015
2015-08-25,SEA,H,OAK,W,6,5,3:05,N,"17,498",126,2015
2015-08-26,SEA,H,OAK,W,8,2,3:00,D,"23,338",127,2015
2015-08-27,SEA,A,CHW,L,2,4,2:39,N,"15,076",128,2015
2015-08-28,SEA,A,CHW,W,2,0,2:52,N,"27,870",129,2015
2015-08-29,SEA,A,CHW,W,7,6,4:16,N,"26,011",130,2015
2015-08-30,SEA,A,CHW,L-wo,5,6,4:01,D,"28,031",131,2015
2015-08-31,SEA,A,HOU,L,3,8,2:48,N,"19,923",132,2015
2015-09-01,SEA,A,HOU,W,7,5,3:25,N,"18,157",133,2015
2015-09-02,SEA,A,HOU,W,8,3,3:40,N,"18,669",134,2015
2015-09-04,SEA,A,OAK,W,11,8,3:38,N,"16,382",135,2015
2015-09-05,SEA,A,OAK,W,8,3,2:57,N,"27,387",136,2015
2015-09-06,SEA,A,OAK,W,3,2,3:00,D,"19,534",137,2015
2015-09-07,SEA,H,TEX,L,0,3,3:00,D,"18,469",138,2015
2015-09-08,SEA,H,TEX,L,6,9,3:12,N,"13,389",139,2015
2015-09-09,SEA,H,TEX,W,6,0,2:26,N,"14,330",140,2015
2015-09-10,SEA,H,TEX,W,5,0,2:24,D,"16,842",141,2015
2015-09-11,SEA,H,COL,L,2,4,3:11,N,"19,876",142,2015
2015-09-12,SEA,H,COL,W,7,2,2:37,N,"24,743",143,2015
2015-09-13,SEA,H,COL,L,2,3,3:13,D,"21,840",144,2015
2015-09-14,SEA,H,LAA,W,10,1,2:59,N,"13,681",145,2015
2015-09-15,SEA,H,LAA,L,3,4,2:40,N,"15,365",146,2015
2015-09-16,SEA,H,LAA,W,3,1,2:40,N,"16,176",147,2015
2015-09-18,SEA,A,TEX,W,3,1,3:15,N,"26,727",148,2015
2015-09-19,SEA,A,TEX,L,1,10,3:09,N,"39,843",149,2015
2015-09-20,SEA,A,TEX,W,9,2,3:16,D,"33,307",150,2015
2015-09-22,SEA,A,KCR,W,11,2,2:50,N,"29,081",151,2015
2015-09-23,SEA,A,KCR,L-wo,3,4,3:44,N,"28,756",152,2015
2015-09-24,SEA,A,KCR,L,4,10,3:23,N,"32,244",153,2015
2015-09-25,SEA,A,LAA,L,4,8,3:09,N,"38,355",154,2015
2015-09-26,SEA,A,LAA,L-wo,2,3,2:53,N,"37,866",155,2015
2015-09-27,SEA,A,LAA,L,2,3,2:34,D,"35,243",156,2015
2015-09-28,SEA,H,HOU,L,2,3,2:55,N,"13,935",157,2015
2015-09-29,SEA,H,HOU,W,6,4,3:10,N,"15,331",158,2015
2015-09-30,SEA,H,HOU,L,6,7,3:29,N,"14,257",159,2015
2015-10-02,SEA,H,OAK,L,2,4,2:45,N,"26,130",160,2015
2015-10-03,SEA,H,OAK,L,5,7,4:31,N,"24,448",161,2015
2015-10-04,SEA,H,OAK,W,3,2,2:45,D,"22,402",162,2015
2015-04-05,STL,A,CHC,W,3,0,3:04,N,"35,055",1,2015
2015-04-08,STL,A,CHC,L,0,2,2:23,D,"26,814",2,2015
2015-04-10,STL,A,CIN,L,4,5,2:26,N,"30,808",3,2015
2015-04-11,STL,A,CIN,W,4,1,2:36,D,"41,525",4,2015
2015-04-12,STL,A,CIN,W,7,5,4:03,D,"41,446",5,2015
2015-04-13,STL,H,MIL,L,4,5,3:01,D,"47,875",6,2015
2015-04-15,STL,H,MIL,W,4,2,2:50,N,"40,826",7,2015
2015-04-16,STL,H,MIL,W,4,0,2:54,D,"40,079",8,2015
2015-04-17,STL,H,CIN,W,6,1,2:21,N,"46,462",9,2015
2015-04-18,STL,H,CIN,W,5,2,2:42,D,"45,906",10,2015
2015-04-19,STL,H,CIN,W,2,1,2:02,N,"40,742",11,2015
2015-04-21,STL,A,WSN,L-wo,1,2,3:43,N,"27,021",12,2015
2015-04-22,STL,A,WSN,W,7,5,2:51,N,"25,771",13,2015
2015-04-23,STL,A,WSN,W,4,1,2:31,D,"26,990",14,2015
2015-04-24,STL,A,MIL,W,3,0,2:42,N,"26,286",15,2015
2015-04-25,STL,A,MIL,W,5,3,3:01,N,"35,919",16,2015
2015-04-26,STL,A,MIL,L,3,6,3:03,D,"32,758",17,2015
2015-04-27,STL,H,PHI,L,1,4,2:32,N,"40,052",18,2015
2015-04-28,STL,H,PHI,W,11,5,2:58,N,"40,143",19,2015
2015-04-29,STL,H,PHI,W,5,2,2:38,N,"40,399",20,2015
2015-04-30,STL,H,PHI,W,9,3,2:55,D,"40,715",21,2015
2015-05-01,STL,H,PIT,W-wo,2,1,3:31,N,"40,912",22,2015
2015-05-02,STL,H,PIT,W-wo,2,1,3:27,D,"45,095",23,2015
2015-05-03,STL,H,PIT,W-wo,3,2,4:28,D,"44,382",24,2015
2015-05-04,STL,H,CHC,W,10,9,3:39,N,"41,981",25,2015
2015-05-05,STL,H,CHC,W,7,4,3:13,N,"41,613",26,2015
2015-05-06,STL,H,CHC,L,5,6,2:56,N,"42,207",27,2015
2015-05-07,STL,H,CHC,W,5,1,2:53,D,"44,472",28,2015
2015-05-08,STL,A,PIT,W,8,5,2:58,N,"33,507",29,2015
2015-05-09,STL,A,PIT,L,5,7,2:34,N,"38,068",30,2015
2015-05-10,STL,A,PIT,L,3,4,2:38,D,"34,036",31,2015
2015-05-12,STL,A,CLE,W,8,3,3:31,N,"12,615",32,2015
2015-05-13,STL,A,CLE,L,0,2,2:47,N,"12,313",33,2015
2015-05-14,STL,A,CLE,W,2,1,3:12,D,"15,865",34,2015
2015-05-15,STL,H,DET,L,4,10,3:26,N,"45,601",35,2015
2015-05-16,STL,H,DET,L,3,4,3:54,D,"45,313",36,2015
2015-05-17,STL,H,DET,W,2,1,2:57,N,"43,654",37,2015
2015-05-18,STL,A,NYM,L-wo,1,2,4:14,N,"23,338",38,2015
2015-05-19,STL,A,NYM,W,10,2,2:43,N,"21,157",39,2015
2015-05-20,STL,A,NYM,W,9,0,2:43,N,"23,726",40,2015
2015-05-21,STL,A,NYM,L,0,5,2:26,D,"32,783",41,2015
2015-05-22,STL,A,KCR,L,0,5,2:53,N,"37,379",42,2015
2015-05-23,STL,A,KCR,L,2,3,1:40,N,"38,676",43,2015
2015-05-24,STL,A,KCR,W,6,1,2:40,D,"36,342",44,2015
2015-05-25,STL,H,ARI,W-wo,3,2,3:24,D,"42,853",45,2015
2015-05-26,STL,H,ARI,W,6,4,2:51,N,"41,107",46,2015
2015-05-27,STL,H,ARI,W-wo,4,3,3:19,N,"43,715",47,2015
2015-05-29,STL,H,LAD,W,3,0,2:58,N,"44,223",48,2015
2015-05-30,STL,H,LAD,L,1,5,2:53,N,"44,754",49,2015
2015-05-31,STL,H,LAD,W,3,1,2:33,D,"45,285",50,2015
2015-06-01,STL,H,MIL,L,0,1,3:05,N,"40,689",51,2015
2015-06-02,STL,H,MIL,W,1,0,2:27,N,"42,835",52,2015
2015-06-03,STL,H,MIL,W,7,4,2:40,D,"41,567",53,2015
2015-06-04,STL,A,LAD,W,7,1,2:56,N,"45,058",54,2015
2015-06-05,STL,A,LAD,W,2,1,2:22,N,"44,649",55,2015
2015-06-06,STL,A,LAD,L,0,2,2:22,N,"47,655",56,2015
2015-06-07,STL,A,LAD,W,4,2,3:25,N,"41,500",57,2015
2015-06-08,STL,A,COL,L,3,11,2:39,N,"32,043",58,2015
2015-06-09,STL,A,COL,L,3,4,2:56,N,"33,731",59,2015
2015-06-10,STL,A,COL,W,4,2,2:59,D,"30,698",60,2015
2015-06-12,STL,H,KCR,W,4,0,2:38,N,"45,909",61,2015
2015-06-13,STL,H,KCR,W,3,2,2:46,D,"45,981",62,2015
2015-06-15,STL,H,MIN,W,3,2,2:32,N,"43,174",63,2015
2015-06-16,STL,H,MIN,W,3,2,2:31,D,"41,203",64,2015
2015-06-17,STL,A,MIN,L,1,3,2:47,N,"34,381",65,2015
2015-06-18,STL,A,MIN,L-wo,1,2,2:38,D,"34,648",66,2015
2015-06-19,STL,A,PHI,W,12,4,3:34,N,"21,169",67,2015
2015-06-20,STL,A,PHI,W,10,1,3:02,N,"24,256",68,2015
2015-06-21,STL,A,PHI,L,2,9,2:29,D,"30,423",69,2015
2015-06-23,STL,A,MIA,W,4,3,2:45,N,"21,759",70,2015
2015-06-24,STL,A,MIA,W,6,1,2:31,N,"18,492",71,2015
2015-06-25,STL,A,MIA,W,5,1,2:47,N,"20,733",72,2015
2015-06-26,STL,H,CHC,W-wo,3,2,3:25,N,"45,558",73,2015
2015-06-27,STL,H,CHC,W,8,1,3:03,N,"46,407",74,2015
2015-06-28,STL,H,CHC,W,4,1,2:28,N,"45,384",75,2015
2015-06-30,STL,H,CHW,L,1,2,3:34,N,"45,626",76,2015
2015-07-01,STL,H,CHW,L,1,7,3:16,N,"41,696",77,2015
2015-07-02,STL,H,SDP,L,3,5,3:55,N,"42,926",78,2015
2015-07-03,STL,H,SDP,L,1,2,2:35,N,"47,330",79,2015
2015-07-04,STL,H,SDP,W,2,1,2:37,D,"44,690",80,2015
2015-07-05,STL,H,SDP,W,3,1,2:26,D,"42,764",81,2015
2015-07-06,STL,A,CHC,W,6,0,2:43,N,"37,609",82,2015
2015-07-07,STL,A,CHC,L,4,7,3:10,D,"34,368",83,2015
2015-07-07,STL,A,CHC,L,3,5,3:02,N,"35,703",84,2015
2015-07-08,STL,A,CHC,W,6,5,3:11,N,"37,993",85,2015
2015-07-09,STL,A,PIT,W,4,1,2:52,N,"35,183",86,2015
2015-07-10,STL,A,PIT,L,2,5,3:01,N,"36,825",87,2015
2015-07-11,STL,A,PIT,L-wo,5,6,5:04,N,"37,318",88,2015
2015-07-12,STL,A,PIT,L-wo,5,6,3:42,N,"33,544",89,2015
2015-07-17,STL,H,NYM,W,3,2,3:01,N,"44,540",90,2015
2015-07-18,STL,H,NYM,W,12,2,3:01,N,"45,852",91,2015
2015-07-19,STL,H,NYM,L,1,3,5:55,D,"43,194",92,2015
2015-07-21,STL,A,CHW,W,8,5,3:06,N,"29,728",93,2015
2015-07-22,STL,A,CHW,W,3,2,3:02,N,"30,046",94,2015
2015-07-23,STL,H,KCR,W,4,3,2:56,N,"46,003",95,2015
2015-07-24,STL,H,ATL,W,4,2,2:55,N,"44,778",96,2015
2015-07-25,STL,H,ATL,W,1,0,2:13,N,"45,862",97,2015
2015-07-26,STL,H,ATL,L,2,3,3:02,D,"44,780",98,2015
2015-07-27,STL,H,CIN,W,4,1,2:38,N,"42,553",99,2015
2015-07-28,STL,H,CIN,L,0,4,2:22,N,"41,466",100,2015
2015-07-29,STL,H,CIN,L,0,1,2:18,N,"42,334",101,2015
2015-07-30,STL,H,COL,W-wo,9,8,3:50,N,"43,518",102,2015
2015-07-31,STL,H,COL,W,7,0,3:05,N,"42,568",103,2015
2015-08-01,STL,H,COL,L,2,6,3:00,N,"45,216",104,2015
2015-08-02,STL,H,COL,W-wo,3,2,3:16,D,"44,743",105,2015
2015-08-04,STL,A,CIN,L,2,3,2:24,N,"25,969",106,2015
2015-08-05,STL,A,CIN,W,4,3,4:14,N,"34,700",107,2015
2015-08-06,STL,A,CIN,W,3,0,2:59,D,"26,053",108,2015
2015-08-07,STL,A,MIL,W,6,0,2:50,N,"28,869",109,2015
2015-08-08,STL,A,MIL,W,3,0,2:45,N,"34,327",110,2015
2015-08-09,STL,A,MIL,L,4,5,2:31,D,"34,993",111,2015
2015-08-11,STL,H,PIT,W,4,3,2:40,N,"41,273",112,2015
2015-08-12,STL,H,PIT,W,4,2,2:49,N,"41,493",113,2015
2015-08-13,STL,H,PIT,L,5,10,3:06,N,"41,501",114,2015
2015-08-14,STL,H,MIA,W,3,1,2:24,N,"42,025",115,2015
2015-08-15,STL,H,MIA,W,6,2,2:35,N,"44,706",116,2015
2015-08-16,STL,H,MIA,L,4,6,3:13,D,"43,826",117,2015
2015-08-17,STL,H,SFG,W,2,1,2:40,N,"40,088",118,2015
2015-08-18,STL,H,SFG,L,0,2,3:09,N,"40,297",119,2015
2015-08-19,STL,H,SFG,W,4,3,2:54,N,"40,278",120,2015
2015-08-21,STL,A,SDP,L,3,9,3:07,N,"32,734",121,2015
2015-08-22,STL,A,SDP,L,0,8,3:11,N,"44,816",122,2015
2015-08-23,STL,A,SDP,W,10,3,3:29,D,"33,756",123,2015
2015-08-24,STL,A,ARI,W,5,3,3:19,N,"19,892",124,2015
2015-08-25,STL,A,ARI,W,9,1,3:10,N,"18,720",125,2015
2015-08-26,STL,A,ARI,W,3,1,2:35,N,"17,572",126,2015
2015-08-27,STL,A,ARI,W,5,3,3:24,N,"22,036",127,2015
2015-08-28,STL,A,SFG,L-wo,4,5,3:02,N,"41,577",128,2015
2015-08-29,STL,A,SFG,W,6,0,3:11,D,"41,796",129,2015
2015-08-30,STL,A,SFG,W,7,5,3:08,D,"41,770",130,2015
2015-08-31,STL,H,WSN,W,8,5,3:07,N,"42,081",131,2015
2015-09-01,STL,H,WSN,W-wo,8,5,3:28,N,"42,589",132,2015
2015-09-02,STL,H,WSN,L,3,4,3:34,N,"41,489",133,2015
2015-09-04,STL,H,PIT,L,3,9,3:21,N,"44,338",134,2015
2015-09-05,STL,H,PIT,W,4,1,2:56,D,"45,139",135,2015
2015-09-06,STL,H,PIT,L,1,7,2:44,N,"46,011",136,2015
2015-09-07,STL,H,CHC,L,0,9,2:47,D,"45,986",137,2015
2015-09-08,STL,H,CHC,L,5,8,3:07,N,"42,206",138,2015
2015-09-09,STL,H,CHC,W,4,3,2:47,D,"43,557",139,2015
2015-09-10,STL,A,CIN,L,0,11,3:16,N,"16,363",140,2015
2015-09-11,STL,A,CIN,L,2,4,2:30,N,"31,427",141,2015
2015-09-12,STL,A,CIN,L,1,5,3:02,D,"41,137",142,2015
2015-09-13,STL,A,CIN,W,9,2,3:18,D,"29,900",143,2015
2015-09-15,STL,A,MIL,W,3,1,3:14,N,"30,349",144,2015
2015-09-16,STL,A,MIL,W,5,4,3:05,N,"19,827",145,2015
2015-09-17,STL,A,MIL,W,6,3,2:51,N,"23,734",146,2015
2015-09-18,STL,A,CHC,L,3,8,3:26,D,"40,846",147,2015
2015-09-19,STL,A,CHC,L,4,5,3:11,D,"40,994",148,2015
2015-09-20,STL,A,CHC,W,4,3,3:26,D,"40,962",149,2015
2015-09-21,STL,H,CIN,W,2,1,2:34,N,"43,902",150,2015
2015-09-22,STL,H,CIN,W,3,1,3:06,N,"43,981",151,2015
2015-09-23,STL,H,CIN,W,10,2,2:48,N,"43,729",152,2015
2015-09-24,STL,H,MIL,W,7,3,3:03,N,"43,243",153,2015
2015-09-25,STL,H,MIL,L,3,4,3:19,N,"45,057",154,2015
2015-09-26,STL,H,MIL,W,5,1,2:35,N,"45,561",155,2015
2015-09-27,STL,H,MIL,L,4,8,3:10,D,"45,021",156,2015
2015-09-28,STL,A,PIT,W,3,0,3:34,N,"30,198",157,2015
2015-09-30,STL,A,PIT,L,2,8,2:44,D,"29,747",158,2015
2015-09-30,STL,A,PIT,W,11,1,2:55,N,"34,729",159,2015
2015-10-02,STL,A,ATL,L,0,4,2:58,N,"24,481",160,2015
2015-10-04,STL,A,ATL,L,0,6,2:14,D,,161,2015
2015-10-04,STL,A,ATL,L,0,2,2:19,D,"31,441",162,2015
2015-04-06,TBR,H,BAL,L,2,6,3:01,D,"31,042",1,2015
2015-04-07,TBR,H,BAL,L,5,6,3:22,N,"13,906",2,2015
2015-04-08,TBR,H,BAL,W,2,0,3:00,N,"13,569",3,2015
2015-04-10,TBR,A,MIA,L-wo,9,10,3:36,N,"17,375",4,2015
2015-04-11,TBR,A,MIA,W,2,0,2:32,D,"17,830",5,2015
2015-04-12,TBR,A,MIA,W,8,5,3:16,D,"20,199",6,2015
2015-04-13,TBR,A,TOR,W,2,1,2:30,N,"48,414",7,2015
2015-04-14,TBR,A,TOR,W,3,2,3:06,N,"17,264",8,2015
2015-04-15,TBR,A,TOR,L,7,12,3:02,N,"15,086",9,2015
2015-04-16,TBR,A,TOR,W,4,2,3:00,N,"14,433",10,2015
2015-04-17,TBR,H,NYY,L,4,5,3:12,N,"15,752",11,2015
2015-04-18,TBR,H,NYY,L,0,9,3:07,N,"20,824",12,2015
2015-04-19,TBR,H,NYY,L,3,5,3:33,D,"21,791",13,2015
2015-04-21,TBR,H,BOS,L,0,1,2:48,N,"14,307",14,2015
2015-04-22,TBR,H,BOS,W,7,5,3:10,N,"12,733",15,2015
2015-04-23,TBR,H,BOS,W-wo,2,1,3:00,N,"13,834",16,2015
2015-04-24,TBR,H,TOR,W,12,3,2:29,N,"11,897",17,2015
2015-04-25,TBR,H,TOR,W,4,2,2:31,N,"19,772",18,2015
2015-04-26,TBR,H,TOR,W,5,1,2:23,D,"21,107",19,2015
2015-04-27,TBR,A,NYY,L,1,4,2:59,N,"34,590",20,2015
2015-04-28,TBR,A,NYY,L,2,4,2:58,N,"36,934",21,2015
2015-04-29,TBR,A,NYY,W,3,2,3:58,D,"30,055",22,2015
2015-05-01,TBR,H,BAL,W,2,0,2:19,N,"9,945",23,2015
2015-05-02,TBR,H,BAL,L,0,4,2:33,N,"12,789",24,2015
2015-05-03,TBR,H,BAL,L,2,4,2:44,D,"16,652",25,2015
2015-05-04,TBR,A,BOS,W,5,1,3:10,N,"34,541",26,2015
2015-05-05,TBR,A,BOS,L,0,2,2:26,N,"33,688",27,2015
2015-05-06,TBR,A,BOS,W,5,3,3:22,N,"35,060",28,2015
2015-05-07,TBR,H,TEX,L,4,5,2:47,N,"8,701",29,2015
2015-05-08,TBR,H,TEX,W,8,2,2:55,N,"11,704",30,2015
2015-05-09,TBR,H,TEX,W,7,2,3:18,N,"20,943",31,2015
2015-05-10,TBR,H,TEX,L,1,2,3:06,D,"14,521",32,2015
2015-05-11,TBR,H,NYY,L,5,11,2:48,N,"10,619",33,2015
2015-05-12,TBR,H,NYY,W,4,2,2:33,N,"10,417",34,2015
2015-05-13,TBR,H,NYY,W,3,2,2:41,N,"11,924",35,2015
2015-05-14,TBR,H,NYY,W,6,1,2:45,N,"11,977",36,2015
2015-05-15,TBR,A,MIN,L,2,3,2:29,N,"24,018",37,2015
2015-05-16,TBR,A,MIN,L,4,6,3:03,D,"27,128",38,2015
2015-05-17,TBR,A,MIN,W,11,3,3:17,D,"23,708",39,2015
2015-05-19,TBR,A,ATL,W,5,3,2:43,N,"20,120",40,2015
2015-05-20,TBR,A,ATL,L,1,2,2:34,N,"24,549",41,2015
2015-05-21,TBR,H,OAK,W,3,0,2:58,N,"10,605",42,2015
2015-05-22,TBR,H,OAK,W,5,2,3:05,N,"12,329",43,2015
2015-05-23,TBR,H,OAK,L,0,5,2:55,D,"15,207",44,2015
2015-05-24,TBR,H,OAK,L,2,7,2:53,D,"15,692",45,2015
2015-05-25,TBR,H,SEA,L,1,4,2:51,N,"10,401",46,2015
2015-05-26,TBR,H,SEA,L,6,7,3:52,N,"9,628",47,2015
2015-05-27,TBR,H,SEA,L,0,3,2:13,D,"10,365",48,2015
2015-05-29,TBR,A,BAL,L-wo,1,2,2:43,N,"45,505",49,2015
2015-05-30,TBR,A,BAL,W,3,0,2:09,D,"38,177",50,2015
2015-05-31,TBR,A,BAL,W,9,5,3:24,D,"36,945",51,2015
2015-06-01,TBR,A,LAA,L,3,7,2:55,N,"27,078",52,2015
2015-06-02,TBR,A,LAA,W,6,1,2:33,N,"28,771",53,2015
2015-06-03,TBR,A,LAA,W,6,5,3:20,N,"28,245",54,2015
2015-06-04,TBR,A,SEA,W,2,1,2:42,N,"16,096",55,2015
2015-06-05,TBR,A,SEA,W,1,0,2:55,N,"20,695",56,2015
2015-06-06,TBR,A,SEA,L,1,2,2:45,N,"31,106",57,2015
2015-06-07,TBR,A,SEA,W,3,1,2:46,D,"27,906",58,2015
2015-06-09,TBR,H,LAA,L,2,8,2:52,N,"11,617",59,2015
2015-06-10,TBR,H,LAA,W,4,2,2:39,N,"10,088",60,2015
2015-06-11,TBR,H,LAA,L,2,6,3:20,N,"10,779",61,2015
2015-06-12,TBR,H,CHW,W,7,5,3:07,N,"13,448",62,2015
2015-06-13,TBR,H,CHW,W,5,4,2:46,D,"20,248",63,2015
2015-06-14,TBR,H,CHW,W,2,1,2:42,D,"17,962",64,2015
2015-06-15,TBR,H,WSN,W,6,1,3:12,N,"10,216",65,2015
2015-06-16,TBR,H,WSN,L,4,16,3:08,N,"11,491",66,2015
2015-06-17,TBR,A,WSN,W,5,0,2:35,N,"28,929",67,2015
2015-06-18,TBR,A,WSN,W,5,3,3:02,N,"29,242",68,2015
2015-06-19,TBR,A,CLE,W,4,1,3:01,N,"22,811",69,2015
2015-06-20,TBR,A,CLE,W,4,1,3:07,N,"24,670",70,2015
2015-06-21,TBR,A,CLE,L-wo,0,1,2:36,D,"20,847",71,2015
2015-06-22,TBR,H,TOR,L,5,8,3:28,N,"10,324",72,2015
2015-06-23,TBR,H,TOR,W,4,3,2:14,N,"11,474",73,2015
2015-06-24,TBR,H,TOR,L,0,1,3:39,D,"18,469",74,2015
2015-06-26,TBR,H,BOS,L,3,4,3:23,N,"17,508",75,2015
2015-06-27,TBR,H,BOS,W,4,1,2:21,D,"23,876",76,2015
2015-06-28,TBR,H,BOS,L,3,5,3:02,D,"21,963",77,2015
